dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
Accent,465.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Ranger,530.000.000,Ford,Số sàn,Pick-up (bán tải),98000,2018,Dầu,5,Đã sử dụng,Việt Nam
Innova,368.000.000,Toyota,Số sàn,SUV / Cross over,79680,2015,Xăng,8,Đã sử dụng,Nhật Bản
5,100.000.000,MG,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
ZS,519.000.000,MG,Tự động,,,2021,Xăng,5,Mới,Thái Lan
Cerato,489.000.000,Kia,Tự động,Sedan,42000,2016,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,860.000.000,Hyundai,Tự động,SUV / Cross over,30000,2018,Xăng,7,Đã sử dụng,Việt Nam
Dòng khác,9.856.000,Hãng khác,Số sàn,Sedan,896,2015,Dầu,4,Đã sử dụng,Trung Quốc
Dòng khác,22.500.000.000,Kia,Số sàn,,1000,2016,,,Đã sử dụng,
Ranger,675.000.000,Ford,Tự động,Pick-up (bán tải),79000,2015,Dầu,5,Đã sử dụng,
Corolla Cross,820.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Morning,130.000.000,Kia,Tự động,Hatchback,20000,2004,Xăng,5,Đã sử dụng,Hàn Quốc
Fortuner,775.000.000,Toyota,Số sàn,SUV / Cross over,76000,2017,Dầu,7,Đã sử dụng,Nước khác
EcoSport,369.000.000,Ford,Tự động,SUV / Cross over,62000,2014,Xăng,5,Đã sử dụng,
Rondo,525.000.000,Kia,Tự động,Minivan (MPV),48000,2018,Xăng,7,Đã sử dụng,Việt Nam
Camry,580.000.000,Toyota,Tự động,Sedan,79000,2013,Xăng,5,Đã sử dụng,
Spark,165.000.000,Chevrolet,Tự động,,90000,2014,Xăng,,Đã sử dụng,Hàn Quốc
Ertiga,492.000.000,Suzuki,Số sàn,Minivan (MPV),,2021,Xăng,7,Mới,Nước khác
E Class,2.640.000.000,Mercedes Benz,Tự động,Sedan,8000,2020,Xăng,5,Đã sử dụng,Đức
Fortuner,979.000.000,Toyota,Tự động,,17789,2020,Dầu,8,Đã sử dụng,Việt Nam
Dòng khác,45.000.000,Fiat,Số sàn,Kiểu dáng khác,190000,2003,Xăng,5,Đã sử dụng,Việt Nam
Outlander,785.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Innova,358.000.000,Toyota,Số sàn,Minivan (MPV),1988,2014,Xăng,7,Đã sử dụng,Việt Nam
Ranger,830.000.000,Ford,Tự động,Pick-up (bán tải),26000,2019,Dầu,5,Đã sử dụng,Thái Lan
GLC,1.940.000.000,Mercedes Benz,Tự động,SUV / Cross over,32000,2019,Xăng,5,Đã sử dụng,Việt Nam
X trail,345.000.000,Nissan,Tự động,SUV / Cross over,9200,2009,Xăng,7,Đã sử dụng,Nhật Bản
Tucson,769.000.000,Hyundai,Tự động,SUV / Cross over,20000,2019,Xăng,5,Đã sử dụng,
Elantra,570.000.000,Hyundai,Tự động,Sedan,40000,2019,Xăng,4,Đã sử dụng,Hàn Quốc
Carnival,265.000.000,Kia,Tự động,Minivan (MPV),62000,2009,Xăng,7,Đã sử dụng,Hàn Quốc
Spark,185.000.000,Chevrolet,Số sàn,Hatchback,145000,2017,Xăng,5,Đã sử dụng,Mỹ
Morning,180.000.000,Kia,Số sàn,Hatchback,190000,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Pride,27.000.000,Kia,Số sàn,Sedan,1,2000,Xăng,4,Đã sử dụng,Việt Nam
Mondeo,149.000.000,Ford,Bán tự động,Sedan,10000,2004,,5,Đã sử dụng,Mỹ
Ranger,590.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Morning,185.000.000,Kia,Tự động,Hatchback,30,2009,Xăng,5,Đã sử dụng,Việt Nam
Xpander,630.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Việt Nam
Fortuner,670.000.000,Toyota,Số sàn,SUV / Cross over,120000,2016,Dầu,7,Đã sử dụng,Việt Nam
Grand i10,90.000.000,Hyundai,Số sàn,Hatchback,,2021,Xăng,5,Mới,Hàn Quốc
Santa Fe,1.150.000.000,Hyundai,Tự động,SUV / Cross over,4,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,195.000.000,Toyota,Số sàn,Minivan (MPV),250000,2008,Xăng,8,Đã sử dụng,Việt Nam
Captiva,215.000.000,Chevrolet,Số sàn,SUV / Cross over,78000,2008,Xăng,7,Đã sử dụng,Mỹ
Avante,330.000.000,Hyundai,Tự động,Sedan,75000,2011,Xăng,5,Đã sử dụng,Hàn Quốc
Sedona,724.000.000,Kia,Tự động,Minivan (MPV),56000,2016,Xăng,7,Đã sử dụng,Việt Nam
Lublin,85.000.000,Daewoo,Số sàn,,240000,2004,,,Đã sử dụng,
Ranger,470.000.000,Ford,Số sàn,Pick-up (bán tải),5,2017,Dầu,5,Đã sử dụng,Thái Lan
Zinger,210.000.000,Mitsubishi,Số sàn,SUV / Cross over,150000,2008,Xăng,8,Đã sử dụng,Việt Nam
Outlander,855.000.000,Mitsubishi,Tự động,SUV / Cross over,16000,2020,Xăng,7,Đã sử dụng,Việt Nam
Venza,625.000.000,Toyota,Tự động,Minivan (MPV),54000,2009,Xăng,5,Đã sử dụng,Mỹ
Innova,597.000.000,Toyota,Tự động,Minivan (MPV),91000,2017,Xăng,8,Đã sử dụng,
LS,950.000.000,Lexus,Tự động,,72000,2008,Xăng,4,Đã sử dụng,Nhật Bản
3,310.000.000,Mazda,Tự động,Sedan,150000,2010,Xăng,5,Đã sử dụng,Đài Loan
Vios,478.000.000,Toyota,Số sàn,Sedan,,2021,Xăng,5,Mới,Nhật Bản
Lux,881.000.000,Vinfast,Bán tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
X trail,345.000.000,Nissan,Tự động,SUV / Cross over,68000,2008,Xăng,5,Đã sử dụng,Nhật Bản
Lux,845.000.000,Vinfast,Tự động,Sedan,4000,2021,Xăng,5,Đã sử dụng,Việt Nam
Rio,388.000.000,Kia,Tự động,Sedan,57000,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Fortuner,880.000.000,Toyota,Tự động,SUV / Cross over,17000,2017,Xăng,7,Đã sử dụng,Thái Lan
Carnival,1.299.000.000,Kia,Tự động,Minivan (MPV),,2021,Dầu,8,Mới,Việt Nam
Transit,275.000.000,Ford,Số sàn,Minivan (MPV),200000,2014,Dầu,16,Đã sử dụng,Việt Nam
Camry,735.000.000,Toyota,Tự động,Sedan,84000,2016,Xăng,5,Đã sử dụng,Việt Nam
Sunny,365.000.000,Nissan,Tự động,Sedan,65000,2017,Xăng,5,Đã sử dụng,Nhật Bản
GL Class,682.000.000,Mercedes Benz,Tự động,SUV / Cross over,82000,2009,Xăng,8,Đã sử dụng,Mỹ
Santa Fe,785.000.000,Hyundai,Tự động,SUV / Cross over,85000,2015,Dầu,7,Đã sử dụng,Việt Nam
Spark,172.000.000,Chevrolet,Số sàn,Hatchback,76580,2016,Xăng,5,Đã sử dụng,Việt Nam
Land Cruiser,299.000.000,Toyota,Số sàn,,470000,1997,,,Đã sử dụng,
C Class,5.000.000,Mercedes Benz,Tự động,Sedan,12345,2018,Xăng,5,Đã sử dụng,Thái Lan
Civic,760.000.000,Honda,Tự động,Sedan,30000,2019,Xăng,5,Đã sử dụng,Thái Lan
Xpander,529.000.000,Mitsubishi,Tự động,Minivan (MPV),39000,2019,Xăng,5,Đã sử dụng,Nước khác
XC90,3.750.000.000,Volvo,Tự động,SUV / Cross over,30000,2019,Xăng,7,Đã sử dụng,Nước khác
Carens,235.000.000,Kia,Số sàn,Minivan (MPV),180000,2007,Xăng,7,Đã sử dụng,Hàn Quốc
Accent,535.000.000,Hyundai,Tự động,Sedan,12000,2020,Xăng,5,Đã sử dụng,Việt Nam
EcoSport,410.000.000,Ford,Tự động,SUV / Cross over,71000,2016,Xăng,5,Đã sử dụng,Việt Nam
Corolla Altis,575.000.000,Toyota,Tự động,Sedan,51000,2014,Xăng,5,Đã sử dụng,Việt Nam
Musso,90.000.000,Ssangyong,Tự động,,164310,2004,Xăng,,Đã sử dụng,
Ranger,390.000.000,Ford,Số sàn,Pick-up (bán tải),150000,2014,Dầu,5,Đã sử dụng,Thái Lan
Accent,355.000.000,Hyundai,Tự động,Hatchback,68000,2014,Xăng,5,Đã sử dụng,Hàn Quốc
CR V,595.000.000,Honda,Tự động,SUV / Cross over,80,2013,Xăng,5,Đã sử dụng,
Accent,365.000.000,Hyundai,Số sàn,Sedan,40115,2018,Xăng,5,Đã sử dụng,Việt Nam
CX 5,850.000.000,Mazda,Tự động,SUV / Cross over,15000,2019,Xăng,5,Đã sử dụng,Việt Nam
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Ranger,789.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
2,460.000.000,Mazda,Tự động,Sedan,50000,2019,Xăng,5,Đã sử dụng,Thái Lan
Attrage,375.000.000,Mitsubishi,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Captiva,199.000.000,Chevrolet,Số sàn,SUV / Cross over,14000,2007,Xăng,7,Đã sử dụng,Việt Nam
Triton,725.000.000,Mitsubishi,Tự động,Pick-up (bán tải),43000,2019,Dầu,5,Đã sử dụng,Thái Lan
Triton,620.000.000,Mitsubishi,Tự động,Pick-up (bán tải),10000,2021,Dầu,5,Đã sử dụng,Thái Lan
Cerato,495.000.000,Kia,Tự động,Sedan,40000,2018,Xăng,5,Đã sử dụng,Việt Nam
Innova,328.000.000,Toyota,Số sàn,SUV / Cross over,58000,2013,,7,Đã sử dụng,Nhật Bản
Innova,585.000.000,Toyota,Số sàn,Minivan (MPV),70000,2019,Xăng,7,Đã sử dụng,Việt Nam
Trailblazer,620.000.000,Chevrolet,Số sàn,SUV / Cross over,32000,2018,Dầu,8,Đã sử dụng,Mỹ
Dòng khác,120.000.000,Hyundai,Số sàn,,12000,2005,,,Đã sử dụng,
EcoSport,205.000.000,Ford,Tự động,SUV / Cross over,,2016,Xăng,5,Đã sử dụng,
Land Cruiser,2.680.000.000,Toyota,Tự động,SUV / Cross over,60000,2015,Xăng,8,Đã sử dụng,Nhật Bản
,5.000.000,,,,,,,,Đã sử dụng,
A Class,319.000.000,Mercedes Benz,Tự động,Hatchback,59000,2007,Xăng,5,Đã sử dụng,Đức
Fortuner,438.000.000,Toyota,Tự động,SUV / Cross over,58000,2012,Xăng,7,Đã sử dụng,Nhật Bản
Starex,178.000.000,Hyundai,Số sàn,Kiểu dáng khác,100000,1998,Dầu,9,Đã sử dụng,Hàn Quốc
K3,485.000.000,Kia,Tự động,Sedan,40000,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,315.000.000,Toyota,Số sàn,Minivan (MPV),127,2011,Xăng,8,Đã sử dụng,Nhật Bản
Swift,505.000.000,Suzuki,Tự động,Hatchback,21000,2019,Xăng,5,Đã sử dụng,Thái Lan
Lux,1.126.000.000,Vinfast,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Zace,139.000.000,Toyota,Số sàn,SUV / Cross over,123456,2002,Xăng,8,Đã sử dụng,
Grand i10,415.000.000,Hyundai,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Xpander,555.000.000,Mitsubishi,Số sàn,Minivan (MPV),,2021,Xăng,7,Mới,Nhật Bản
Grand i10,372.000.000,Hyundai,Tự động,Sedan,32000,2019,Xăng,5,Đã sử dụng,Việt Nam
Civic,340.000.000,Honda,Số sàn,Sedan,76000,2011,Xăng,5,Đã sử dụng,Việt Nam
Xpander,540.000.000,Mitsubishi,Tự động,Minivan (MPV),22000,2019,Xăng,5,Đã sử dụng,Việt Nam
Innova,365.000.000,Toyota,Số sàn,Minivan (MPV),98000,2014,Xăng,7,Đã sử dụng,Nhật Bản
Innova,455.000.000,Toyota,Số sàn,Minivan (MPV),65324,2016,Xăng,8,Đã sử dụng,Việt Nam
Teana,360.000.000,Nissan,Tự động,Hatchback,150000,2009,Xăng,5,Đã sử dụng,Đài Loan
Morning,169.000.000,Kia,Tự động,Hatchback,9000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
Sorento,585.000.000,Kia,Tự động,SUV / Cross over,87000,2016,Xăng,7,Đã sử dụng,Việt Nam
Rush,584.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nước khác
Fortuner,790.000.000,Toyota,Tự động,SUV / Cross over,55000,2017,Xăng,7,Đã sử dụng,Nước khác
Grand i10,365.000.000,Hyundai,Tự động,Hatchback,26000,2019,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.330.000.000,Mercedes Benz,Tự động,Sedan,45000,2017,Xăng,5,Đã sử dụng,Việt Nam
Land Cruiser,4.650.000.000,Toyota,Tự động,,2000,2020,,,Đã sử dụng,
Dòng khác,500.000.000,Toyota,Số sàn,Sedan,86,2017,,7,Đã sử dụng,Việt Nam
Spark,105.000.000,Chevrolet,Số sàn,Hatchback,150000,2009,Xăng,2,Đã sử dụng,Hàn Quốc
Bluebird,28.000.000,Nissan,Số sàn,Sedan,99999,1985,Xăng,5,Đã sử dụng,Nhật Bản
Ranger,675.000.000,Ford,Tự động,Pick-up (bán tải),12000,2020,Dầu,5,Đã sử dụng,Thái Lan
Grand i10,275.000.000,Hyundai,Số sàn,Hatchback,50000,2018,Xăng,5,Đã sử dụng,
Corolla Altis,168.000.000,Toyota,Số sàn,Sedan,130000,2001,Xăng,5,Đã sử dụng,
Dòng khác,260.000.000,Volvo,Tự động,Sedan,100000,2000,Xăng,5,Đã sử dụng,Nước khác
Fortuner,645.000.000,Toyota,Số sàn,SUV / Cross over,80000,2016,Dầu,7,Đã sử dụng,Việt Nam
Triton,630.000.000,Mitsubishi,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Nhật Bản
GLC Class,1.650.000.000,Mercedes Benz,Tự động,SUV / Cross over,2,2019,,5,Đã sử dụng,Việt Nam
Ranger,1.112.000.000,Ford,Tự động,,,2021,Dầu,,Mới,
2,5,Mazda,Tự động,Sedan,50000,2014,Xăng,5,Đã sử dụng,
Transit,268.000.000,Ford,Số sàn,Van,,2013,Dầu,6,Đã sử dụng,
3,293.000.000,Mazda,Tự động,Sedan,110000,2009,Xăng,5,Đã sử dụng,Nhật Bản
Fortuner,995.000.000,Toyota,Tự động,SUV / Cross over,12899,2020,Dầu,8,Đã sử dụng,Việt Nam
Camry,1.009.000.000,Toyota,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
CR V,1.048.000.000,Honda,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nhật Bản
Matiz,45.000.000,Daewoo,Số sàn,Hatchback,12345,2007,Xăng,5,Đã sử dụng,
Innova,185.000.000,Toyota,Số sàn,Kiểu dáng khác,169639,2007,Xăng,7,Đã sử dụng,Việt Nam
Innova,275.000.000,Toyota,Số sàn,Minivan (MPV),120686,2009,Xăng,8,Đã sử dụng,Việt Nam
Lanos,60.000.000,Daewoo,Số sàn,Sedan,255000,2003,Xăng,5,Đã sử dụng,Hàn Quốc
Jolie,85.000.000,Mitsubishi,Số sàn,Sedan,25555,2002,,7,Đã sử dụng,Nước khác
Morning,136.000.000,Kia,Số sàn,,100000,2008,,,Đã sử dụng,Hàn Quốc
Jolie,99.999.000,Mitsubishi,Số sàn,SUV / Cross over,78000,2004,Xăng,7,Đã sử dụng,Việt Nam
eMighty,145.000.000,Hyundai,Số sàn,Minivan (MPV),80000,2000,,2,Đã sử dụng,Hàn Quốc
Grand Starex,320.000.000,Hyundai,Số sàn,SUV / Cross over,123,2009,Xăng,9,Đã sử dụng,Hàn Quốc
Accord,5.000.000,Honda,Số sàn,Sedan,80000,1995,Xăng,5,Đã sử dụng,Mỹ
Innova,660.000.000,Toyota,Số sàn,Minivan (MPV),12000,2020,Xăng,8,Đã sử dụng,Việt Nam
Teana,379.000.000,Nissan,Tự động,Sedan,11000,2011,Xăng,5,Đã sử dụng,Đài Loan
Wigo,275.000.000,Toyota,Số sàn,Hatchback,300000,2018,Xăng,5,Đã sử dụng,Nhật Bản
Ranger,199.000.000,Ford,Số sàn,Pick-up (bán tải),26000,2003,,5,Đã sử dụng,Thái Lan
Transit,289.000.000,Ford,Số sàn,Van,12345,2021,Dầu,6,Đã sử dụng,Mỹ
Vios,498.000.000,Toyota,Tự động,Sedan,34000,2019,,5,Đã sử dụng,Việt Nam
Vios,485.000.000,Toyota,Tự động,Sedan,25,2020,Xăng,5,Đã sử dụng,Việt Nam
Innova,365.000.000,Toyota,Số sàn,SUV / Cross over,60000,2015,Xăng,8,Đã sử dụng,Việt Nam
Transit,290.000.000,Ford,Số sàn,Van,89000,2013,Dầu,6,Đã sử dụng,Việt Nam
Civic,275.000.000,Honda,Tự động,Sedan,107000,2008,Xăng,4,Đã sử dụng,Nhật Bản
HR-V,770.000.000,Honda,Tự động,SUV / Cross over,7000,2020,Xăng,5,Đã sử dụng,
Morning,118.000.000,Kia,Số sàn,,123456,2011,Xăng,,Đã sử dụng,
Fadil,130.000.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Innova,235.000.000,Toyota,Số sàn,Minivan (MPV),214741,2006,Xăng,8,Đã sử dụng,Việt Nam
Ranger,795.000.000,Ford,Tự động,Pick-up (bán tải),11000,2021,Dầu,5,Đã sử dụng,Thái Lan
Triton,579.000.000,Mitsubishi,Tự động,Pick-up (bán tải),28000,2019,Dầu,5,Đã sử dụng,
Fadil,130.000.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Vios,439.000.000,Toyota,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,
Morning,265.000.000,Kia,Tự động,Hatchback,90000,2011,Xăng,5,Đã sử dụng,Hàn Quốc
Civic,850.000.000,Honda,Tự động,Sedan,10000,2019,Xăng,5,Đã sử dụng,Thái Lan
Rio,35.000.000.000,Kia,Số sàn,,60000,2017,Xăng,,Đã sử dụng,Hàn Quốc
Fortuner,1.195.000.000,Toyota,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Fadil,130.000.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Avante,333.000.000,Hyundai,Tự động,Sedan,1234,2015,Xăng,5,Đã sử dụng,Hàn Quốc
Outlander,555.000.000,Mitsubishi,Bán tự động,SUV / Cross over,68000,2016,Xăng,5,Đã sử dụng,Nhật Bản
Zace,225.000.000,Toyota,Số sàn,,123456,2005,Xăng,8,Đã sử dụng,Nước khác
C Class,1.399.000.000,Mercedes Benz,Tự động,Sedan,8000,2021,Xăng,5,Đã sử dụng,Việt Nam
Morning,280.000.000,Kia,Tự động,Hatchback,78,2016,Xăng,5,Đã sử dụng,Việt Nam
Hi lander,123.456.789,Isuzu,Số sàn,SUV / Cross over,250000,2006,Dầu,8,Đã sử dụng,Nhật Bản
D Cargo,330.000.000,Isuzu,Số sàn,Kiểu dáng khác,150000,2009,Dầu,2,Đã sử dụng,Nhật Bản
Tucson,745.000.000,Hyundai,Tự động,,,2021,,,Mới,
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Morning,120.000.000,Kia,Số sàn,Hatchback,20000,2007,Xăng,5,Đã sử dụng,Hàn Quốc
Ranger,555.000.000,Ford,Số sàn,Pick-up (bán tải),90000,2016,Dầu,5,Đã sử dụng,Thái Lan
Lux,130.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Innova,170.000.000,Toyota,Số sàn,Minivan (MPV),200,2009,Xăng,8,Đã sử dụng,Việt Nam
C Class,1.499.000.000,Mercedes Benz,Tự động,Sedan,,2021,Xăng,5,Mới,Đức
Gentra,140.000.000,Daewoo,Số sàn,,100000,2009,Xăng,5,Đã sử dụng,Hàn Quốc
Grand i10,đ   ,Hyundai,Số sàn,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Optima,692.000.000,Kia,Tự động,Sedan,6000,2020,Xăng,5,Đã sử dụng,Hàn Quốc
3,510.000.000,Mazda,Tự động,Sedan,38000,2017,Xăng,5,Đã sử dụng,Việt Nam
Tucson,766.000.000,Hyundai,Tự động,SUV / Cross over,47000,2018,Xăng,5,Đã sử dụng,Việt Nam
86,375.000.000,Toyota,Tự động,Sedan,160000,2009,Xăng,5,Đã sử dụng,Việt Nam
Hiace,295.000.000,Toyota,Số sàn,Van,120000,2011,Xăng,16,Đã sử dụng,Việt Nam
3,599.000.000,Mazda,Tự động,Hatchback,24000,2019,Xăng,5,Đã sử dụng,Việt Nam
Panamera,3.668.000.000,Porsche,Tự động,Sedan,28000,2014,Xăng,4,Đã sử dụng,Đức
C Class,1.260.000.000,Mercedes Benz,Tự động,Sedan,6068,2021,Xăng,5,Đã sử dụng,Đức
323,138.000.000,Mazda,Số sàn,,12345,2003,Xăng,5,Đã sử dụng,
Lux,130.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
C Class,569.000.000,Mercedes Benz,Tự động,Sedan,66666,2012,Xăng,5,Đã sử dụng,Việt Nam
Getz,180.000.000,Hyundai,Số sàn,Hatchback,10001,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Grand i10,285.000.000,Hyundai,Số sàn,Sedan,70000,2016,Xăng,5,Đã sử dụng,Thái Lan
GLC,1.799.000.000,Mercedes Benz,Tự động,SUV / Cross over,33,2021,Xăng,5,Đã sử dụng,Việt Nam
Transit,255.000.000,Ford,Số sàn,Van,300000,2013,Dầu,16,Đã sử dụng,Việt Nam
S Class,4.199.000.000,Mercedes Benz,Tự động,Sedan,50,2021,Xăng,5,Đã sử dụng,Việt Nam
Ranger,1.202.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Carens,330.000.000,Kia,Tự động,Minivan (MPV),15000,2013,Xăng,7,Đã sử dụng,
Rondo,415,Kia,Tự động,SUV / Cross over,80000,2015,Xăng,7,Đã sử dụng,Việt Nam
Civic,215.000.000,Honda,Số sàn,,123000,2007,,5,Đã sử dụng,Việt Nam
Fadil,130.000.000,Vinfast,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Morning,215.000.000,Kia,Tự động,Hatchback,65000,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Azera,525.000.000,Hyundai,Tự động,Sedan,85000,2008,Xăng,4,Đã sử dụng,Hàn Quốc
C Class,589.000.000,Mercedes Benz,Tự động,,63333,2012,,,Đã sử dụng,
CR V,925.000.000,Honda,Tự động,SUV / Cross over,13000,2020,Xăng,5,Đã sử dụng,Việt Nam
Cerato,349.000.000,Kia,Bán tự động,Sedan,96000,2013,Xăng,5,Đã sử dụng,Việt Nam
EcoSport,538.000.000,Ford,Tự động,SUV / Cross over,27000,2019,Xăng,5,Đã sử dụng,Việt Nam
Aveo,210.000.000,Chevrolet,Số sàn,Sedan,90000,2016,Xăng,5,Đã sử dụng,Mỹ
Focus,438.000.000,Ford,Tự động,Sedan,60000,2014,Xăng,5,Đã sử dụng,Việt Nam
E Class,33.500.000,Mercedes Benz,Tự động,Sedan,150000,2005,Xăng,5,Đã sử dụng,Việt Nam
CX 5,7.450.000.000,Mazda,Tự động,SUV / Cross over,5000,2018,Xăng,5,Đã sử dụng,Việt Nam
Veracruz,455.000.000,Hyundai,Tự động,SUV / Cross over,130000,2007,Xăng,8,Đã sử dụng,Hàn Quốc
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
A4,468.000.000,Audi,Tự động,Sedan,142108,2009,Xăng,5,Đã sử dụng,Việt Nam
Camry,280.000.000,Toyota,Số sàn,Sedan,99000,2003,Xăng,5,Đã sử dụng,Nhật Bản
Civic,789.000.000,Honda,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Grand i10,328.000.000,Hyundai,Số sàn,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Morning,285.000.000,Kia,Số sàn,Hatchback,8000,2016,Xăng,5,Đã sử dụng,
CX 5,785.000.000,Mazda,Tự động,SUV / Cross over,4,2018,Xăng,5,Đã sử dụng,Việt Nam
Rio,190.000.000,Kia,Số sàn,Sedan,140000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
City,599.000.000,Honda,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Morning,195.000.000,Kia,Số sàn,Hatchback,45968,2016,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,2.329.000.000,Volkswagen,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Đức
Corolla Altis,460.000.000,Toyota,Tự động,Sedan,83692,2012,Xăng,5,Đã sử dụng,Việt Nam
E Class,2.050.000.000,Mercedes Benz,Tự động,Sedan,,2021,,5,Mới,Đức
Tucson,766.000.000,Hyundai,Tự động,SUV / Cross over,47000,2018,Xăng,5,Đã sử dụng,
Vios,396.000.000,Toyota,Số sàn,Sedan,42000,2019,Xăng,5,Đã sử dụng,Việt Nam
Yaris,340.000.000,Toyota,Tự động,Hatchback,98000,2011,Xăng,5,Đã sử dụng,Thái Lan
ZS,600.000.000,MG,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
GLC Class,1.795.000.000,Mercedes Benz,Tự động,SUV / Cross over,43000,2018,Xăng,5,Đã sử dụng,Nước khác
Orlando,415.000.000,Chevrolet,Tự động,Minivan (MPV),28000,2012,Xăng,7,Đã sử dụng,Việt Nam
EcoSport,538.000.000,Ford,Tự động,SUV / Cross over,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Cruze,237.000.000,Chevrolet,Số sàn,Sedan,1724,2012,Xăng,5,Đã sử dụng,
Corolla Cross,910.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Nước khác
Grand Starex,499.000.000.000,Hyundai,Số sàn,Minivan (MPV),110000,2014,Dầu,9,Đã sử dụng,Hàn Quốc
